0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0.0130072840790843
31,0.12031737773153
32,1.29097294484912
33,2.13319458896982
34,2.81607700312175
35,4.27289281997919
36,5.42403746097815
37,6.26625910509885
38,7.27757544224766
39,8.05150884495317
40,8.47749739854318
41,9.05632154006244
42,10.2074661810614
43,11.3456035379813
44,12.230098855359
45,12.6755983350676
46,12.9845213319459
47,13.0137877211238
48,12.9780176899063
49,13.1568678459938
50,13.4625390218522
51,14.1421696149844
52,14.6884755463059
53,15.1795005202914
54,15.511186264308
55,16.2753642039542
56,16.9387356919875
57,17.6086108220604
58,18.0833766909469
59,18.3695369406868
60,19.1564776274714
61,19.218262226847
62,19.4166233090531
63,19.6800208116545
64,19.4719042663892
65,19.7222944849116
66,20.5482570239334
67,21.2896722164412
68,21.7774453694069
69,22.2359521331946
70,22.7009625390219
71,23.6667533818939
72,24.346383975026
73,25.0195109261186
74,25.6438605619147
75,26.2649583766909
76,26.235691987513
77,26.3137356919875
78,26.4698231009365
79,26.7787460978148
80,27.3055411030177
81,27.6112122788762
82,28.0046826222685
83,28.4241675338189
84,29.2013527575442
85,29.7281477627471
86,30.326482830385
87,30.7232049947971
88,31.1166753381894
89,31.3800728407908
90,31.6629812695109
