0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0.0134264232008593
20,0.0302094522019334
21,0.093984962406015
22,0.0906283566058002
23,1.05397422126745
24,3.63520408163265
25,3.52779269602578
26,9.30115467239527
27,9.86506444683137
28,10.3853383458647
29,10.4088345864662
30,10.4491138560687
31,10.4558270676692
32,10.6605800214823
33,11.1540010741139
34,11.2681256713212
35,11.3856068743287
36,11.5769334049409
37,11.9360902255639
38,12.2415413533835
39,12.3321697099893
40,12.2415413533835
41,12.2012620837809
42,12.1945488721805
43,12.1542696025779
44,12.1475563909774
45,12.1643394199785
46,12.1643394199785
47,12.2516111707841
48,12.3993018259936
49,12.3321697099893
50,12.3388829215897
51,12.3791621911923
52,12.5134264232009
53,12.6510472610097
54,12.8188775510204
55,12.9095059076262
56,12.8960794844253
57,12.9900644468314
58,13.0504833512352
59,13.1746777658432
60,13.4465628356606
61,13.5271213748657
62,13.6446025778733
63,13.8225026852846
64,13.8493555316864
65,13.983619763695
66,14.4569011815252
67,15.7055585392052
68,16.4607948442535
69,16.6689044038668
70,17.2126745435016
71,17.7161654135338
72,18.2263694951665
73,19.4146079484425
74,19.4313909774436
75,19.4347475832438
76,19.7871911922664
77,20.1463480128894
78,20.4786519871106
79,20.9150107411386
80,21.4319280343716
81,21.7743018259936
82,22.2610096670247
83,22.6638023630505
84,23.0330290010741
85,23.3787593984962
86,23.4962406015038
87,23.6271482277121
88,23.8084049409237
89,24.2145542427497
90,24.8657357679914
