0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0.00325182101977107
42,0.00975546305931321
43,0.0162591050988554
44,0.0292663891779396
45,0.0650364203954214
46,0.0943028095733611
47,0.126821019771072
48,0.195109261186264
49,0.178850156087409
50,0.149583766909469
51,0.159339229968783
52,0.162591050988554
53,0.178850156087409
54,0.18210197710718
55,0.191857440166493
56,0.237382934443288
57,0.279656607700312
58,0.299167533818939
59,0.295915712799168
60,0.295915712799168
61,0.308922996878252
62,0.351196670135276
63,0.380463059313215
64,0.409729448491155
65,0.416233090530697
66,0.442247658688866
67,0.504032258064516
68,0.552809573361082
69,0.533298647242456
70,0.507284079084287
71,0.510535900104058
72,0.556061394380853
73,0.588579604578564
74,0.614594172736733
75,0.640608740894901
76,0.647112382934443
77,0.764177939646202
78,0.84872528616025
79,0.917013527575442
80,0.988553590010406
81,1.10561914672216
82,1.19016649323621
83,1.30723204994797
84,1.45356399583767
85,1.65842872008325
86,1.73647242455775
87,1.8437825182102
88,2.16571279916753
89,2.50390218522373
90,2.85184703433923
